TRACK_ID,TOTAL_STREAM,DAILY_STREAM
1BxfuPKGuaTgP7aM0Bbdwr,3079368551,1275677
1p80LdxRV74UKvL8gnD7ky,2204999783,937259
55n9yjI6qqXh5F2mYvUc2y,1976762988,625623
0V3wPSX9ygBnCm8psDIegu,1902191062,467143
1dGr1c8CrMLDpV6mPbImSI,1869510169,963279
4R2kfaDFhslZEMJqAFNpdd,1772187207,1319942
5xTtaWoae3wi06K5WfVUUH,1722838198,687874
3hUxzQpSfdDqwM3ZTFQY0K,1611183657,1186280
4lIxdJw6W3Fg4vUIYCB0S5,1518959377,975821
1R0a2iXumgCiFb7HEZ7gUE,1476217553,654539
1P17dC1amhFzptugyAO7Il,1365165317,329593
6NFyWDv5CjfwuzoCkw47Xf,1224070123,594576
59HjlYCeBsxdI0fcm3zglw,1104060447,303133
5enxwA8aAbwZbf5qCHORXi,1090712166,548447
6RRNNciQGZEXnqk8SQ9yv5,1089627327,233109
6YvqWjhGD8mB5QXcbcUKtx,1066806995,576960
1vrd6UOGamcKNGnSHJQlSt,1042872687,353759
2gVhfX2Gy1T9kDuS9azrF7,1024567130,309031
2OzhQlSqBEmt7hmkYxfT6m,1023839547,692375
2o2IVjuqRkR9hJxtPjtAP0,1012385482,433834
4pvb0WLRcMtbPGmtejJJ6y,978328587,652060
1qrpoAMXodY6895hGKoUpA,971366292,753946
7KokYm8cMIXCsGVmUvKtqf,960366263,276275
3RauEVgRgj1IuWdJ9fDs70,956883440,242153
5lg33MHs1BoUtJVClw8ZpI,955834172,307417
2Rk4JlNc2TPmZe2af99d45,951125191,130393
2yLa0QULdQr0qAIvVwN6B5,946470052,416552
1K39ty6o1sHwwlZwO6a7wK,943267868,368721
5jQI2r1RdgtuT8S3iG8zFC,849462844,215729
0VE4kBnHJUgtMf0dy6DRmW,842735347,432367
3rWDp9tBPQR9z6U5YyRSK4,804838800,265506
4y5bvROuBDPr5fuwXbIBZR,787534498,255933
4D7BCuvgdJlYvlX5WlN54t,783413156,535005
1gcyHQpBQ1lfXGdhZmWrHP,772229068,272996
7AEAGTc8cReDqcbPoY9gwo,761327137,225348
3GCL1PydwsLodcpv0Ll1ch,760835837,281210
1MgV7FIyNxIG7WzMRJV5HC,744639722,517725
4q5YezDOIPcoLr8R81x9qy,721865975,489737
0Jlcvv8IykzHaSmj49uNW8,710084222,473950
1ZY1PqizIl78geGM4xWlEA,708402098,203349
273dCMFseLcVsoSWx59IoE,697081916,243970
3qoftcUZaUOncvIYjFSPdE,673005162,200536
1fzAuUVbzlhZ1lJAx9PtY6,609596945,705775
2x0WlnmfG39ZuDmstl9xfX,592365177,176913
3eX0NZfLtGzoLUxPNvRfqm,565298462,203531
2NmsngXHeC1GQ9wWrzhOMf,564643876,247407
1Iq8oo9XkmmvCQiGOfORiz,549347110,193468
4svZDCRz4cJoneBpjpx8DJ,546259026,165582
22bPsP2jCgbLUvh82U0Z3M,536788547,379300
0ZNU020wNYvgW84iljPkPP,533259482,234439
7kt9e9LFSpN1zQtYEl19o1,525199450,258429
1GwMQaZz6Au3QLDbjbMdme,523856860,398849
3pHkh7d0lzM2AldUtz2x37,512885920,209473
214nt20w5wOxJnY462klLw,509638873,175392
1wtOxkiel43cVs0Yux5Q4h,498854600,131687
1xwAWUI6Dj0WGC3KiUPN0O,490056507,113578
0W0iAC1VGlB82PI6elxFYf,482771656,398888
6VsvKPJ4xjVNKpI8VVZ3SV,478791399,269989
1SymEzIT3H8UZfibCs3TYi,477320459,187226
6AtZLIzUINvExIUy4QhdjP,476379740,129084
2F3N9tdombb64aW6VtZOdo,469403271,238113
3DrjZArsPsoqbLzUZZV1Id,465323855,211444
3sW3oSbzsfecv9XoUdGs7h,457515663,309146
17yraMKqmZIKAv3iaGcoLX,456464275,156189
5YqltLsjdqFtvqE7Nrysvs,451746626,143279
6oVxXO5oQ4pTpO8RSnkzvv,451685387,1255508
3zwMVvkBe2qIKDObWgXw4N,450892075,279427
2CYVETnhM9aytqrazYYwrK,446805188,135648
2P5gfMtCcKP0CkmgqFMyPg,442848299,120865
2Eeur20xVqfUoM3Q7EFPFt,435606996,140974
5kI4eCXXzyuIUXjQra0Cxi,433344076,117810
7FmYn9e7KHMXcxqGSj9LjH,432786712,136145
7qGr3rjRhndRIpFUA5f2HJ,431996895,166656
77sMIMlNaSURUAXq5coCxE,425819623,210711
12M5uqx0ZuwkpLp5rJim1a,418287710,152505
1LLXZFeAHK9R4xUramtUKw,408896083,134441
71BqAINEnezjQfxE4VuJfq,406039034,228711
6lCvK2AR2uOKkVFCVlAzzm,405568382,147109
5KD6AEm19QnMbfWpfoOHMl,402512639,162344
4OAuvHryIVv4kMDNSLuPt6,396430541,375754
43rA71bccXFGD4C8GOpIlN,392479658,108748
36t6frENUtCYKuZus6aYDO,390660526,202945
3yII7UwgLF6K5zW3xad3MP,385323799,154725
6KJqZcs9XDgVck7Lg9QOTC,383211302,128550
3Vevii7qKqrmW8CcyzBHDl,380560081,206246
1hjRhYpWyqDpPahmSlUTlc,374241578,191236
0A1JLUlkZkp2EFrosoNQi0,362437807,177703
2XXwLdtuAcE0HSCu61ijAb,359029042,184740
2VuqMjgoKaOHNM8HpxtXKx,353910209,115678
5OndtwLGA9O6XHFcGm2H7r,350610765,115492
2dgFqt3w9xIQRjhPtwNk3D,350228299,104358
3CWq0pAKKTWb0K4yiglDc4,346896120,261342
0heeNYlwOGuUSe7TgUD27B,346821099,76484
3nsfB1vus2qaloUdcBZvDu,345433823,200632
0wavGRldH0AWyu2zvTz8zb,343983990,147759
7HuBDWi18s4aJM8UFnNheH,343265632,168584
3Dby3p1m6IOZn2gIIqECgK,341999076,92876
5og4Qzt92jJzVDkOtSEilb,340479653,185664
4txojlesMFQZGWxwz2EeqB,340205600,112194
5QVVjX0ZItqlVpEuVCM9Yg,334979739,239827
7Mts0OfPorF4iwOomvfqn1,331985724,449949
6uwfVkaOM1mcMkFmSn35ix,331739832,89898
2YWtcWi3a83pdEg3Gif4Pd,330555340,85996
45wMBGri1PORPjM9PwFfrS,326186937,160191
5hQSXkFgbxjZo9uCwd11so,325302408,480604
5kHMfzgLZP95O9NBy0ku4v,324230879,116824
6sQckd3Z8NPxVVKUnavY1F,321402379,89141
3i9UVldZOE0aD0JnyfAZZ0,321354944,59537
7I7JbDv63ZJJsSi24DyJrz,318257533,144839
0qAIiGFKLdV1xpNlEhjpq8,313574652,83732
6RSG1dKPV5gEvILwJb4QtS,303742608,365502
2v1ivOOsgn64g5OywuH55L,302528111,173140
3NMrVbIVWT3fPXBj0rNDKG,300659043,161380
4NAmRvqSITAAzKWnC8yRq3,300420415,75134
3ZVFcD8Wlw9T9klGqmJf9F,297926175,130215
5uICWmZTLkpEVbK22PBP6e,291281457,120006
4V9NuhKQcUFt4cgbynHV79,282012567,86084
01K4zKU104LyJ8gMb7227B,279235330,119224
6qnM0XXPZOINWA778uNqQ9,277848828,92901
6Wlq9rqkxrqj5Kls4Kw14H,276623367,117763
79uDOz0zuuWS7HWxzMmTa2,275157445,150424
4wFUdSCer8bdQsrp1M90sa,271588287,76002
07NxDD1iKCHbAldceD7QLP,269980561,80353
43Ykum9T72UOPhBN31grpN,269583791,93809
4CkgMiMqZ5JzW9iYXSTMTL,266827675,106510
00vJzaoxM3Eja1doBUhX0P,265640394,41092
4zmKGsrXjLmljb5fTaBTot,265589991,170655
3xYJScVfxByb61dYHTwiby,262357600,119902
4NioO5R9sHEZh4cGzMHyNt,261481126,106593
2QDyYdZyhlP2fp79KZX8Bi,259414251,78540
7G0gBu6nLdhFDPRLc0HdDG,256938670,142611
3z6XUommYDWPHeFhmhhT6j,255923449,163365
5rcHBt2aNcGFWW0jaAUe1L,255585954,73434
