TRACK_ID,TOTAL_STREAM,DAILY_STREAM
1BxfuPKGuaTgP7aM0Bbdwr,3082131621,1403390
1p80LdxRV74UKvL8gnD7ky,2206937552,966573
55n9yjI6qqXh5F2mYvUc2y,1978119124,687427
0V3wPSX9ygBnCm8psDIegu,1903209843,517629
1dGr1c8CrMLDpV6mPbImSI,1871493152,983183
4R2kfaDFhslZEMJqAFNpdd,1774956803,1373312
5xTtaWoae3wi06K5WfVUUH,1724204570,695409
3hUxzQpSfdDqwM3ZTFQY0K,1613674582,1270459
4lIxdJw6W3Fg4vUIYCB0S5,1521053409,1057316
1R0a2iXumgCiFb7HEZ7gUE,1477589919,700469
1P17dC1amhFzptugyAO7Il,1365873654,364765
6NFyWDv5CjfwuzoCkw47Xf,1225309915,633097
59HjlYCeBsxdI0fcm3zglw,1104780028,360842
5enxwA8aAbwZbf5qCHORXi,1091927171,616960
6RRNNciQGZEXnqk8SQ9yv5,1090130960,253737
6YvqWjhGD8mB5QXcbcUKtx,1068039165,631827
1vrd6UOGamcKNGnSHJQlSt,1043622007,369837
2OzhQlSqBEmt7hmkYxfT6m,1025342975,759757
2gVhfX2Gy1T9kDuS9azrF7,1025288829,364060
2o2IVjuqRkR9hJxtPjtAP0,1013288919,449720
4pvb0WLRcMtbPGmtejJJ6y,979713042,680829
1qrpoAMXodY6895hGKoUpA,972975817,827062
7KokYm8cMIXCsGVmUvKtqf,960992707,321476
3RauEVgRgj1IuWdJ9fDs70,957423407,276926
5lg33MHs1BoUtJVClw8ZpI,956457475,311775
2Rk4JlNc2TPmZe2af99d45,951420656,150390
2yLa0QULdQr0qAIvVwN6B5,947336090,446176
1K39ty6o1sHwwlZwO6a7wK,944103807,418240
5jQI2r1RdgtuT8S3iG8zFC,849958671,252037
0VE4kBnHJUgtMf0dy6DRmW,843717880,509367
3rWDp9tBPQR9z6U5YyRSK4,805450861,309951
4y5bvROuBDPr5fuwXbIBZR,788090738,282464
4D7BCuvgdJlYvlX5WlN54t,784474583,547593
1gcyHQpBQ1lfXGdhZmWrHP,772882953,329602
7AEAGTc8cReDqcbPoY9gwo,761805036,239642
3GCL1PydwsLodcpv0Ll1ch,761446274,303385
1MgV7FIyNxIG7WzMRJV5HC,745819355,593087
4q5YezDOIPcoLr8R81x9qy,722927388,534672
0Jlcvv8IykzHaSmj49uNW8,711072887,472168
1ZY1PqizIl78geGM4xWlEA,708844497,231987
273dCMFseLcVsoSWx59IoE,697602876,259429
3qoftcUZaUOncvIYjFSPdE,673458658,236797
1fzAuUVbzlhZ1lJAx9PtY6,610929361,656427
2x0WlnmfG39ZuDmstl9xfX,592796152,223114
3eX0NZfLtGzoLUxPNvRfqm,565788379,254166
2NmsngXHeC1GQ9wWrzhOMf,565221085,287028
1Iq8oo9XkmmvCQiGOfORiz,549781165,217006
4svZDCRz4cJoneBpjpx8DJ,546658591,211299
22bPsP2jCgbLUvh82U0Z3M,537613515,407228
0ZNU020wNYvgW84iljPkPP,533822515,282689
7kt9e9LFSpN1zQtYEl19o1,525820118,317704
1GwMQaZz6Au3QLDbjbMdme,524643743,384918
3pHkh7d0lzM2AldUtz2x37,513369151,242078
214nt20w5wOxJnY462klLw,510057881,217168
1wtOxkiel43cVs0Yux5Q4h,499148949,145741
1xwAWUI6Dj0WGC3KiUPN0O,490318326,134041
0W0iAC1VGlB82PI6elxFYf,483650182,443903
6VsvKPJ4xjVNKpI8VVZ3SV,479465226,339772
1SymEzIT3H8UZfibCs3TYi,477765457,207955
6AtZLIzUINvExIUy4QhdjP,476669539,149400
2F3N9tdombb64aW6VtZOdo,469959758,282848
3DrjZArsPsoqbLzUZZV1Id,465773327,225459
3sW3oSbzsfecv9XoUdGs7h,458190615,336857
17yraMKqmZIKAv3iaGcoLX,456814283,176024
6oVxXO5oQ4pTpO8RSnkzvv,454469531,1397121
5YqltLsjdqFtvqE7Nrysvs,452058415,162156
3zwMVvkBe2qIKDObWgXw4N,451527398,323789
2CYVETnhM9aytqrazYYwrK,447129987,164161
2P5gfMtCcKP0CkmgqFMyPg,443101148,123847
2Eeur20xVqfUoM3Q7EFPFt,435941586,170054
5kI4eCXXzyuIUXjQra0Cxi,433618532,137751
7FmYn9e7KHMXcxqGSj9LjH,433101782,160455
7qGr3rjRhndRIpFUA5f2HJ,432371362,183323
77sMIMlNaSURUAXq5coCxE,426282473,239931
12M5uqx0ZuwkpLp5rJim1a,418644153,179530
1LLXZFeAHK9R4xUramtUKw,409195177,154608
71BqAINEnezjQfxE4VuJfq,406546408,262491
6lCvK2AR2uOKkVFCVlAzzm,405922796,177031
5KD6AEm19QnMbfWpfoOHMl,402926558,215150
4OAuvHryIVv4kMDNSLuPt6,397261137,410957
43rA71bccXFGD4C8GOpIlN,392728460,129415
