TRACK_ID,TOTAL_STREAM,DAILY_STREAM
1BxfuPKGuaTgP7aM0Bbdwr,3076619065,1466388
1p80LdxRV74UKvL8gnD7ky,2203046752,1036212
55n9yjI6qqXh5F2mYvUc2y,1975495301,712719
0V3wPSX9ygBnCm8psDIegu,1901197648,547389
1dGr1c8CrMLDpV6mPbImSI,1867553039,1012990
4R2kfaDFhslZEMJqAFNpdd,1769537436,1373637
5xTtaWoae3wi06K5WfVUUH,1721391589,739849
3hUxzQpSfdDqwM3ZTFQY0K,1608744056,1361033
4lIxdJw6W3Fg4vUIYCB0S5,1516966288,1076603
1R0a2iXumgCiFb7HEZ7gUE,1474891796,709474
1P17dC1amhFzptugyAO7Il,1364468496,379345
6NFyWDv5CjfwuzoCkw47Xf,1222829664,625535
59HjlYCeBsxdI0fcm3zglw,1103443805,365160
5enxwA8aAbwZbf5qCHORXi,1089585496,634779
6RRNNciQGZEXnqk8SQ9yv5,1089123980,276753
6YvqWjhGD8mB5QXcbcUKtx,1065593377,692535
1vrd6UOGamcKNGnSHJQlSt,1042117425,425760
2gVhfX2Gy1T9kDuS9azrF7,1023941434,347568
2OzhQlSqBEmt7hmkYxfT6m,1022313749,814116
2o2IVjuqRkR9hJxtPjtAP0,1011471755,492838
4pvb0WLRcMtbPGmtejJJ6y,977056603,709019
1qrpoAMXodY6895hGKoUpA,969828823,779412
7KokYm8cMIXCsGVmUvKtqf,959776112,326911
3RauEVgRgj1IuWdJ9fDs70,956375913,292937
5lg33MHs1BoUtJVClw8ZpI,955213551,330362
2Rk4JlNc2TPmZe2af99d45,950839388,171226
2yLa0QULdQr0qAIvVwN6B5,945612594,467436
1K39ty6o1sHwwlZwO6a7wK,942469579,478637
5jQI2r1RdgtuT8S3iG8zFC,849012959,254954
0VE4kBnHJUgtMf0dy6DRmW,841831637,518915
3rWDp9tBPQR9z6U5YyRSK4,804294738,308431
4y5bvROuBDPr5fuwXbIBZR,787007777,282786
4D7BCuvgdJlYvlX5WlN54t,782355361,580602
1gcyHQpBQ1lfXGdhZmWrHP,771679166,306308
7AEAGTc8cReDqcbPoY9gwo,760859990,253065
